City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
592,Napier,NZ,2022-02-01 01:07:22,-39.4833,176.9167,79.25,72,100,8.99
593,Inirida,CO,2022-02-01 01:07:22,3.8653,-67.9239,77.7,58,100,2.19
594,Maryville,US,2022-02-01 01:07:23,35.7565,-83.9705,43.11,54,40,0.0
595,Sao Filipe,CV,2022-02-01 01:07:23,14.8961,-24.4956,75.56,65,100,10.49
596,North Port,US,2022-02-01 01:04:47,27.0442,-82.2359,58.98,64,4,5.5
597,Champerico,GT,2022-02-01 01:07:24,14.3,-91.9167,81.36,70,4,4.52
598,Dese,ET,2022-02-01 01:07:24,11.1333,39.6333,50.56,43,95,1.32
599,Crisan,RO,2022-02-01 01:07:25,44.9667,29.4667,30.79,73,100,7.54
600,Laharpur,IN,2022-02-01 01:07:26,27.7167,80.9,49.98,81,0,6.04
601,Taksimo,RU,2022-02-01 01:02:51,56.3444,114.8794,-19.79,93,80,1.45
602,Sitka,US,2022-02-01 01:07:27,57.0531,-135.33,35.49,80,75,0.0
603,Shizukuishi,JP,2022-02-01 01:07:27,39.6833,140.9833,23.77,73,23,3.11
604,Penzance,GB,2022-02-01 01:07:28,50.1186,-5.5371,49.77,87,55,23.2
605,Balkanabat,TM,2022-02-01 01:07:28,39.5108,54.3671,46.9,36,3,5.3
606,Belyy Yar,RU,2022-02-01 01:07:28,53.6039,91.3903,-22.11,82,20,2.24
607,Gualeguay,AR,2022-02-01 01:07:29,-33.1416,-59.3097,65.16,45,6,8.23
608,Fairhope,US,2022-02-01 01:07:29,30.523,-87.9033,57.74,65,0,6.91
609,Placerville,US,2022-02-01 01:07:30,38.7296,-120.7986,54.32,61,0,3.44
610,Kattivakkam,IN,2022-02-01 01:07:30,13.2167,80.3167,76.06,87,86,0.76
